after_super_class,bad_match_reason,candidates_after_super_class_guards,candidates_total,is_bad_match,match_percent,price,reason_code,ref_super_class,reference_name,rejected_by_anchor,rejected_by_forbidden,selected_name,selected_super_class,status
,,379,,False,91,44.76,,dairy.сыр,СЫР Сулугуни 45% 1 кг. FriendChef,0,23,СЫР плавленый Дружба 45% 90 гр. Карат,dairy.сыр,ok
,,379,,False,85,44.76,,dairy.сыр,"СЫР творожный 70% 5,5 кг. PROFI CHEESE",0,23,СЫР плавленый Дружба 45% 90 гр. Карат,dairy.сыр,ok
,,38,,False,40,231.79,,seafood.seaweed,ВОДОРОСЛИ морские сушеные прессованные № 5 100 листов 240 гр. Tamaki,0,0,ВОДОРОСЛИ в пленке для Онигири 15 шт. TIDORI,seafood.seaweed,ok
,,38,,False,58,231.79,,seafood.seaweed,ВОДОРОСЛИ Нори Корея 100 листов 230 гр. TIDORI,0,0,ВОДОРОСЛИ в пленке для Онигири 15 шт. TIDORI,seafood.seaweed,ok
,,54,,False,55,0.77,,disposables.containers,МЕДАЛЬОНЫ из гребешка IQF с/м 500 гр. Huludao,0,0,"РАЗМЕШИВАТЕЛЬ деревянный в индивидуальной бумажной упаковке 178*6*1,3 мм 1 блок/250 шт.",disposables.containers,ok
,,36,,False,100,301.0,,seafood.squid,КАЛЬМАР командорский филе с/м вес 10 кг.,0,0,"КАЛЬМАР кольца свежемороженый в панировке 500 г, РОССИЯ",seafood.squid,ok
,,177,,False,31,63.6,,staples.рис,КРАБОВЫЕ ПАЛОЧКИ с/м 5 кг. Columbus VICI,0,0,"Рис круглозерный 0,900 гр Наш урожай",staples.рис,ok
,,159,,False,100,283.32,,seafood.shrimp,"КРЕВЕТКИ ваннамей без головы 16/20 с/м 1,8 кг. Эквадор Empacreci (681)",0,0,Креветка Ванамей Торпедо 21/25 очищенная в панировке (необжар.) с/м 200 гр (10) Vici Вьетнам,seafood.shrimp,ok
,,159,,False,100,283.32,,seafood.shrimp,"КРЕВЕТКИ ваннамей без головы 21/25*** с/м 1,8 кг. Эквадор",0,0,Креветка Ванамей Торпедо 21/25 очищенная в панировке (необжар.) с/м 200 гр (10) Vici Вьетнам,seafood.shrimp,ok
,,159,,False,100,283.32,,seafood.shrimp,КРЕВЕТКИ очищенные без хвоста без головы без пищевого тракта 21/25 с/м 1 кг. Sandhya Aqua Exports Pv,0,0,Креветка Ванамей Торпедо 21/25 очищенная в панировке (необжар.) с/м 200 гр (10) Vici Вьетнам,seafood.shrimp,ok
,,159,,False,100,283.32,,seafood.shrimp,КРЕВЕТКИ очищенные бланшированные 200/300 1 кг. Китай,0,0,Креветка Ванамей Торпедо 21/25 очищенная в панировке (необжар.) с/м 200 гр (10) Vici Вьетнам,seafood.shrimp,ok
,,159,,False,100,283.32,,seafood.shrimp,КРЕВЕТКИ очищенные с хвостом без головы без пищевого тракта 26/30 с/м 1 кг. IFB AGRO (477),0,0,Креветка Ванамей Торпедо 21/25 очищенная в панировке (необжар.) с/м 200 гр (10) Vici Вьетнам,seafood.shrimp,ok
,,159,,False,100,283.32,,seafood.shrimp,КРЕВЕТКИ черные тигровые с головой 13/15 с/м 1 кг. RISMA,0,0,Креветка Ванамей Торпедо 21/25 очищенная в панировке (необжар.) с/м 200 гр (10) Vici Вьетнам,seafood.shrimp,ok
0,,,8218,,,,NO_CANDIDATES_AFTER_GUARDS,seafood.mussels,МИДИИ в створках 50/70 в/м 1 кг. Чили Sudmaris Chile S.A. (10774),0,0,,,not_found
,,11,,False,100,304.84,,seafood.herring,СЕЛЬДЬ филе деликатесное в масле Матиас 1000 гр. Horeca,0,0,"Филе сельди деликатесное ""Матиас"" оригинал (0,500 кг/0,526 кг) кор. .",other,ok
,,49,,False,100,133.0,,seafood.caviar,ИКРА деликатесная Масаго Люкс зеленая 500 гр. ЭНКО САНТА БРЕМОР,0,0,"КРАБОВОЕ МЯСО замороженное 500 г, САНТА БРЕМОР, БЕЛАРУСЬ",other,ok
,,34,,False,100,387.34,,seafood.caviar,ИКРА Масаго оранжевая 500 гр. ПУТИНА,0,0,Икра Масаго (из сельди) малиновая 500 гр (8) Киракира,other,ok
0,,,8218,,,,NO_CANDIDATES_AFTER_GUARDS,meat.chicken,КУРИЦА голень с/м вес 2 кг. Ленинград,12,0,,,not_found
,,1,,False,100,235.14,,meat.chicken,"КУРИЦА тушка ЦБ с/м вес 1,3 кг. (10 калибр) Приосколье",12,0,"ЦБ тушка 1 сорт с/м инд. уп. ~1,8 кг*7 шт/кор. ~13 кг/кор. ГОСТ 31962-2013 Приосколье",other,ok
,,22,,False,100,387.0,,meat.chicken,КУРИЦА филе грудки с/м вес 2 кг. Ленинград,12,0,Филе грудки куриное без кожи подложка 1кг ВетИС,other,ok
,,24,,False,100,288.0,,meat.duck,УТКА окорок с кожей на кости подложка с/м вес 700 гр. Утиная ферма,0,0,"Утка тушка б/п 1,6-2,2кг с/м,""Озерка""",meat.duck,ok
,,112,,False,82,59.0,,dairy.молоко,"МОЛОКО ультрапастеризованное 1,8% 1 л. Parmalat",0,0,"МОЛОКО 3,2% 925 мл, ЭТО ХОРОШО, РОССИЯ (-C-)",dairy.молоко,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,КРЕМ взбитый с змж 24% 250 гр. баллон Италия HuLaLa,,,,,not_found
,,106,,False,96,90.19,,dairy.сливки,СЛИВКИ 20% 1 л. БМК,0,0,Сливки порционные 10% 10 гр*10 шт/уп (20) ГОСТ Альпенгурт,dairy.сливки,ok
,,106,,False,69,90.19,,dairy.сливки,СЛИВКИ для взбивания ультрапастеризованный крем сливочный 33% 500 мл. Чудское Озеро,0,0,Сливки порционные 10% 10 гр*10 шт/уп (20) ГОСТ Альпенгурт,dairy.сливки,ok
,,106,,False,33,90.19,,dairy.сливки,СЛИВКИ питьевые ультрапастеризованные 11% без крышки 1 л. Parmalat,0,0,Сливки порционные 10% 10 гр*10 шт/уп (20) ГОСТ Альпенгурт,dairy.сливки,ok
,,106,,False,86,90.19,,dairy.сливки,СЛИВКИ питьевые ультрапастеризованные классические 22% 1 л. Чудское Озеро,0,0,Сливки порционные 10% 10 гр*10 шт/уп (20) ГОСТ Альпенгурт,dairy.сливки,ok
0,,,8218,,,,NO_CANDIDATES_AFTER_GUARDS,additives.coconut,МЯКОТЬ кокосового ореха переработанная 70% Индонезия 400 мл. Aroy-D,0,0,,,not_found
,,113,,False,87,23.5,,beverages.water,НАПИТОК фундук BARISTA 1 л. PLANTO,0,0,"Вода Питьевая Негазированная 0,6л пэт Сладкая Жизнь, НДС 20%, ЧЗ",beverages.water,ok
,,4,,False,60,146.8,,dairy.творог,ТВОРОГ 9% 200 гр. Простоквашино,0,0,Творог 9% 200 гр (6) Простоквашино,dairy.творог,ok
,,78,,False,56,253.8,,staples.масло.оливковое,"МАСЛО сладкосливочное 82,5% 180 гр. Сохраняя традиции",0,0,Масло оливковое нераф в/кач Экстра Коста Доро (250 мл),staples.масло.оливковое,ok
,,78,,False,38,253.8,,staples.масло.оливковое,"МАСЛО сладкосливочное несоленое Professional 82,5% 5 кг. Zealandia",0,0,Масло оливковое нераф в/кач Экстра Коста Доро (250 мл),staples.масло.оливковое,ok
,,35,,False,46,7.02,,dairy.яйцо.куриное,ЯЙЦО куриное пищевое С1 мытое 180 шт. Экстра,0,0,ЯЙЦО перепелиное 1 уп/20 шт. Птицефабрика Солигорская,dairy.яйцо.куриное,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Микроволновая печь Qummy,,,,,not_found
,,6,,False,87,140.4,,beverages.пиво,"ПИВО безалкогольное светлое непастеризованное нефильтрованное неосветленное Dutch Non-Alco IPA 0,33 ",0,0,"ПИВО безалкогольное светлое непастеризованное нефильтрованное неосветленное Dutch Non-Alco Lager 0,3",beverages.пиво,ok
,,6,,False,88,140.4,,beverages.пиво,ПИВО светлое непастеризованное нефильтрованное неосветленное Khoffner Мексиканский лагер La Luchа Li,0,0,"ПИВО безалкогольное светлое непастеризованное нефильтрованное неосветленное Dutch Non-Alco Lager 0,3",beverages.пиво,ok
,,32,,False,67,59.6,,fruits.лимон,ГЕЛЬ для мытья посуды Лимон 5л Адриоль,0,0,ФРУСТАЙЛ Лимон Лайм 0.33 л. ж/б,fruits.лимон,ok
,,10,,False,66,105.05,,fruits.apple,СРЕДСТВО для ручной мойки посуды 08 HAND WASHING 5 л. DEC PROF,0,0,Яблоки,fruits.apple,ok
,,10,,False,100,105.05,,fruits.apple,СРЕДСТВО ЧИСТЯЩЕЕ с антибактериальным эффектом БЕЛИЗНА 5 л 42 BELIZNA DEC PROF,0,0,Яблоки,fruits.apple,ok
,,54,,False,60,0.77,,disposables.containers,БУТЫЛКА прозрачная с чёрной пробкой 28мм 500мл 112шт/кр,0,0,"РАЗМЕШИВАТЕЛЬ деревянный в индивидуальной бумажной упаковке 178*6*1,3 мм 1 блок/250 шт.",disposables.containers,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,КОНТЕЙНЕР для фаст фуда без окна 350 мл (115х75х45) OSQ Fast Food Box S крафт 1 кор/600 шт. DoEco,,,,,not_found
,,53,,False,81,0.77,,disposables.containers,КРЫШКА для контейнера плоская OpSalad 1000 1 кор/300 шт.,0,0,"РАЗМЕШИВАТЕЛЬ деревянный в индивидуальной бумажной упаковке 178*6*1,3 мм 1 блок/250 шт.",disposables.containers,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,СТАКАН бумажный однослойный белый 400 мл HB90-530-0000 1 упак/50 шт. Формация,,,,,not_found
,,54,,False,44,0.77,,disposables.containers,"СТАКАН двухслойный для горячих напитков 200мл Логотип ""Лето"" 1 кор/500 шт.",0,0,"РАЗМЕШИВАТЕЛЬ деревянный в индивидуальной бумажной упаковке 178*6*1,3 мм 1 блок/250 шт.",disposables.containers,ok
,,174,,False,62,22.0,,vegetables.картофель,УПАКОВКА для картофеля фри с ламинацией OSQ FRY M 1 кор/900 шт.,0,0,"БУЛОЧКА для гамбургера картофельная D100 мм 48 шт х52 г, BAGERSTAT, РОССИЯ",vegetables.картофель,ok
,,53,,False,37,0.77,,disposables.containers,КОНТЕЙНЕР круглый пластиковый черный  500 мл D-115 (115*83 мм) для холодных и горячих блюд 1 кор/500,0,0,"РАЗМЕШИВАТЕЛЬ деревянный в индивидуальной бумажной упаковке 178*6*1,3 мм 1 блок/250 шт.",disposables.containers,ok
,,53,,False,85,0.77,,disposables.containers,КРЫШКА к контейнеру (179*132 мм) 1 блок/50шт.,0,0,"РАЗМЕШИВАТЕЛЬ деревянный в индивидуальной бумажной упаковке 178*6*1,3 мм 1 блок/250 шт.",disposables.containers,ok
,,467,,False,100,1.58,,condiments.sauce,СОУСНИК 50 мл 1 блок/80 шт. Покровский полимер,0,0,СОУСНИК 30 мл 1 блок/80 шт. Покровский полимер,condiments.sauce,ok
,,53,,False,87,0.77,,disposables.containers,КРЫШКА алюминий/картон CR14L-R15L CA P к контейнеру R14L 1бл/100шт Формация,0,0,"РАЗМЕШИВАТЕЛЬ деревянный в индивидуальной бумажной упаковке 178*6*1,3 мм 1 блок/250 шт.",disposables.containers,ok
,,31,,False,47,80.0,,fruits.смородина,ВИЛКА столовая черная 180мм 1бл/50шт ПОКРОВ,0,0,"МОРС черная смородина 18 шт х0,45 л, ЖИВАЯ ЯГОДА, РОССИЯ",fruits.смородина,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,ПИКИ декоративные mini Гольф 15 см 100 шт. Aviora,,,,,not_found
,,90,,False,30,73.2,,beverages.tea,ЛАНЧ-БОКС 1 секция черный LBS категория А (190*150*80мм) 1кор/100шт,0,0,ЛИПТОН Чай зеленый 0.5 л. ПЭТ,beverages.tea,ok
,,54,,False,79,0.77,,disposables.containers,"КРЫШКА для стакана с питейником 80 мм прозрачная, флип-топ 1 кор/1000 шт.",0,0,"РАЗМЕШИВАТЕЛЬ деревянный в индивидуальной бумажной упаковке 178*6*1,3 мм 1 блок/250 шт.",disposables.containers,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,СТАКАН шейкер 400 мл прозрачный ПЭТ 1 блок/50 шт. Упакс-Юнити,,,,,not_found
,,11,,False,42,1.19,,disposables.napkins,ПОЛОТЕНЦА бумажные двухслойные в рулоне белые 11м 2рул/уп Grand Pero,0,0,САЛФЕТКА влажная синяя Стандарт 60*80мм 1000шт/кр CEA,disposables.napkins,ok
,,10,,False,81,1.19,,disposables.napkins,САЛФЕТКИ бумажные однослойные красные 24*24см 400шт/уп,0,0,САЛФЕТКА влажная синяя Стандарт 60*80мм 1000шт/кр CEA,disposables.napkins,ok
,,58,,False,56,0.23,,staples.соль,"ПЛЕНКА пищевая полиэтиленовая 0,3*200 м 7 мкм 1 шт.",0,0,СОЛЬ порционная в стиках 1гр 3000шт/кр CEA,staples.соль,ok
,,90,,False,70,73.2,,beverages.tea,"ПОЛОТНО вафельное отбелённое  0,4*50 м 110 г/м (арт 8090) 1 шт. Галтекс",0,0,ЛИПТОН Чай зеленый 0.5 л. ПЭТ,beverages.tea,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,ПАКЕТ бумажный крафт с прямоугольным дном (220*120*290мм) 1000шт/кр EDV,,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,МЕШКИ для мусора ПВД 180 л 80 мкм (90*120 см) черные 1 блок/50 шт.,,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,ПАКЕТ вакуумный 110*160мм 60мкм PA/PE 1 бл/100 шт.,,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,ПАКЕТ белый с V-дном 95*40*205мм ОДП 40 г 4000шт/кр,,,,,not_found
,,19,,False,54,28.28,,disposables.gloves,ПЕРЧАТКИ нитриловые голубые текстур на пальцах размер М 100 шт Benovy,0,0,ПЕРЧАТКИ полиэтиленовые одноразовые прозрачные размер L 100 шт. Aviora,disposables.gloves,ok
,,19,,False,51,28.28,,disposables.gloves,ПЕРЧАТКИ нитриловые черные текстурированные на пальцах размер S 100 шт. BENOVY,0,0,ПЕРЧАТКИ полиэтиленовые одноразовые прозрачные размер L 100 шт. Aviora,disposables.gloves,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,ФАРТУК одноразовый белый (68*110 см) ПЭТ 1 упак/100 шт.,,,,,not_found
,,77,,False,76,17.5,,bakery.buns,Булочка Пражская 40гр/80шт,0,0,"БУЛОЧКА для гамбургера с кунжутом D100 мм 52 г, BAGERSTAT, РОССИЯ",bakery.buns,ok
,,43,,False,100,30.0,,vegetables.капуста,Капуста брюссельская см вес,0,0,Капуста белокочанная,vegetables.капуста,ok
